,PoS,Token
1412,VERB,皈依
1413,NOUN,伊斯兰
1414,NOUN,教并
1415,CCONJ,和
1416,NOUN,当地
1417,PART,的
1418,NOUN,妇女
1419,NOUN,结婚
1420,PUNCT,。
1421,NOUN,2002年
1422,NOUN,10月
1423,NOUN,23日
1424,NUM,第一
1425,NUM,次
1426,VERB,为期
1427,NUM,三
1428,NUM,天
1429,PART,的
1430,NOUN,世界
1431,NOUN,麻将
1432,NOUN,锦标赛
1433,ADP,在
1434,PROPN,日本
1435,PROPN,东京
1436,PROPN,饭田桥
1437,VERB,举行
1438,ADV,但是
1439,ADV,这次
1440,NOUN,锦标赛
1441,ADV,并没有
1442,X,被
1443,VERB,认为
1444,VERB,是
1445,NUM,第一
1446,NUM,届
1447,NOUN,世界
1448,NOUN,麻将
1449,NOUN,锦标赛
1450,PUNCT,。
1451,VERB,要
1452,VERB,使用
1453,PUNCT,.
1454,PROPN,bit域
1455,NOUN,名
1456,NOUN,用户
1457,VERB,需要
1458,PROPN,Namecoin区
1459,VERB,块链
1460,PUNCT,、
1461,VERB,支持
1462,DET,该
1463,NOUN,域名
1464,PART,的
1465,NOUN,DNS
1466,NOUN,服务器
1467,CCONJ,或者是
1468,NOUN,浏览器
1469,VERB,插件
1470,PUNCT,。
1471,PROPN,芝加哥
1472,PROPN,波兰人
1473,VERB,直到
1474,NOUN,现在
1475,ADV,依然
1476,VERB,延续
1477,PART,着
1478,DET,这个
1479,NOUN,传统
1480,ADV,并
1481,ADP,以
1482,NOUN,节日
1483,NOUN,庆典
1484,CCONJ,和
1485,ADJ,每年
1486,NUM,一
1487,NUM,次
1488,PART,的
1489,PROPN,波兰
1490,NOUN,宪法
1491,PROPN,日
1492,NOUN,游行
1493,PART,来
1494,VERB,庆祝
1495,PRON,它
1496,PUNCT,；
1497,DET,全
1498,PROPN,美国
1499,PART,的
1500,NOUN,名人
1501,ADV,每年
1502,ADV,都
1503,VERB,要
1504,VERB,游说
1505,PROPN,芝加哥
1506,PROPN,波兰人
1507,NOUN,其中
1508,ADV,最
1509,VERB,著名
1510,PART,的
1511,ADV,就是
1512,NOUN,肯尼迪
1513,PUNCT,。
1514,ADP,在
1515,VERB,争夺
1516,NOUN,桥梁
1517,PART,的
1518,NOUN,战斗
1519,PART,中
1520,PROPN,叙利亚
1521,NOUN,军队
1522,ADP,对
1523,NOUN,城内
1524,VERB,发动
1525,PART,了
1526,VERB,持续
1527,CCONJ,且
1528,VERB,猛烈
1529,PART,的
1530,NOUN,炮击
1531,VERB,导致
1532,NUM,数十
1533,NUM,名
1534,PROPN,扎赫勒
1535,NOUN,市民
1536,VERB,受伤
1537,PART,而
1538,PROPN,叙利亚
1539,NOUN,军队
1540,ADP,在
1541,NOUN,战斗
1542,PART,中
1543,ADV,也
1544,VERB,损失
1545,PART,了
1546,ADV,大约
1547,NUM,50
1548,NUM,名
1549,NOUN,士兵
1550,PUNCT,。
1551,DET,这家
1552,ADJ,新
1553,NOUN,公司
1554,ADV,后来
1555,VERB,更名
1556,VERB,为
1557,NOUN,IDW
1558,PROPN,Media
1559,PROPN,Holdings
1560,ADP,由
1561,NOUN,IDW
1562,CCONJ,和
1563,NOUN,CTM
1564,PROPN,Media
1565,NOUN,Group
1566,PART,的
1567,NUM,多数
1568,NOUN,股权
1569,VERB,组成
1570,PUNCT,。
1571,ADV,尤其
1572,VERB,重要
1573,PART,的
1574,VERB,是
1575,NOUN,研究
1576,CCONJ,与
1577,NOUN,实践
1578,PART,之间
1579,PART,的
1580,NOUN,合作
1581,ADV,例如
1582,VERB,评估
1583,NOUN,研究
1584,PART,的
1585,NOUN,形式
1586,ADP,对
1587,VERB,持续
1588,VERB,改进
1589,NOUN,实践
1590,PART,的
1591,NOUN,贡献
1592,PUNCT,。
1593,NOUN,CELT旨
1594,ADP,在
1595,VERB,弥合
1596,PROPN,Vorbis
1597,CCONJ,和
1598,NOUN,Speex
1599,PART,之间
1600,PART,的
1601,NOUN,差距
1602,VERB,适用于
1603,VERB,需要
1604,ADJ,高
1605,NOUN,质量
1606,NOUN,音频
1607,CCONJ,和
1608,ADJ,低
1609,NOUN,延迟
1610,PART,的
1611,NOUN,应用
1612,PUNCT,。
1613,ADV,此外
1614,PRON,她
1615,ADP,与
1616,PUNCT,“
1617,PROPN,Hardwell
1618,PUNCT,”
1619,VERB,合作
1620,PART,而
1621,VERB,成
1622,PART,的
1623,PUNCT,“
1624,PROPN,Apollo
1625,PUNCT,”
1626,NUM,一
1627,NOUN,曲
1628,ADP,在
1629,PUNCT,“
1630,PROPN,Beatport
1631,NOUN,Top
1632,NUM,100
1633,PUNCT,”
1634,NOUN,音乐
1635,NOUN,排行榜
1636,PART,上
1637,ADV,亦
1638,ADV,曾
1639,VERB,位列
1640,NUM,第1
1641,NUM,位
1642,PUNCT,。
1643,PROPN,Rittel
1644,CCONJ,和
1645,PROPN,Kunz
1646,ADV,则
1647,ADP,基于
1648,PRON,这样
1649,PART,的
1650,NOUN,认知
1651,VERB,开发
1652,PART,了
1653,NUM,一
1654,NUM,种
1655,VERB,称为
1656,NOUN,问题
1657,ADJ,基底
1658,NOUN,资讯
1659,NOUN,系统
1660,PUNCT,（
1661,ADV,Issue-Based
1662,PROPN,Information
1663,NOUN,System
1664,PROPN,IBIS
1665,PUNCT,）
1666,PART,的
1667,NOUN,技术
1668,DET,该
1669,NOUN,技术
1670,VERB,有助于
1671,ADP,以
1672,VERB,客观
1673,PART,的
1674,NOUN,方式
1675,VERB,记录
1676,NOUN,群体
1677,NOUN,决策
1678,NOUN,背后
1679,PART,的
1680,NOUN,原理
1681,CCONJ,及
1682,NOUN,脉络
1683,PUNCT,。
1684,PRON,这些
1685,ADV,即
1686,VERB,引起
1687,PART,了
1688,ADP,关于
1689,PROPN,黄道带
1690,VERB,表示
1691,PART,的
1692,NOUN,年代
1693,PART,之
1694,NOUN,议论
1695,NOUN,范围
1696,ADP,从
1697,VERB,好几万年
1698,ADP,到
1699,NUM,一千
1700,NUM,年
1701,CCONJ,到
1702,NUM,几百
1703,NUM,年
1704,CCONJ,以及
1705,NOUN,黄道带
1706,VERB,是
1707,NUM,一个
1708,NOUN,活动
1709,NOUN,星图
1710,ADV,还是
1711,ADV,一个
1712,VERB,占
1713,NOUN,星盘
1714,PUNCT,。
1715,PUNCT,（
1716,NOUN,县
1717,PART,内
1718,NUM,第10
1719,NOUN,处
1720,VERB,施行
1721,NOUN,市制
1722,PUNCT,。
1723,PUNCT,:
1724,NUM,23
1725,PUNCT,:
1726,NOUN,11
1727,PUNCT,-
1728,NUM,14
1729,PUNCT,。
1730,PROPN,宋正本
1731,X,被
1732,NOUN,人进
1733,VERB,谗言
1734,PROPN,窦建德
1735,X,将
1736,PRON,他
1737,VERB,杀害
1738,PUNCT,。
1739,NUM,十六
1740,NOUN,卷
1741,PART,中
1742,PART,的
1743,NOUN,红衣
1744,NOUN,巫
1745,NOUN,女即
1746,VERB,是
1747,PRON,她
1748,PUNCT,。
1749,NOUN,当年
1750,NOUN,7月
1751,PROPN,Winamp
1752,,各种
1753,NOUN,版本
1754,PART,的
1755,NOUN,下载
1756,NOUN,次数
1757,ADV,已经
1758,VERB,超过
1759,NUM,300万
1760,NUM,次
1761,PUNCT,。
1762,ADV,诸如
1763,ADJ,Deutsche
1764,VERB,Mark
1765,PUNCT,、
1766,NOUN,D
1767,PUNCT,-
1768,PROPN,Mark
1769,CCONJ,和
1770,PROPN,Mark
1771,VERB,没有
1772,NOUN,复数
1773,NOUN,形式
1774,PRON,它们
1775,PART,的
1776,ADJ,单数
1777,NOUN,形式
1778,X,被
1779,VERB,用于
1780,VERB,描述
1781,DET,任何
1782,NOUN,数量
1783,PART,的
1784,NOUN,钱
1785,PUNCT,（
1786,ADV,例如
1787,PROPN,eine
1788,NOUN,Mark
1789,PUNCT,(
1790,PROPN,1马克)
1791,CCONJ,和
1792,PROPN,dreißig
1793,NOUN,Mark
1794,PUNCT,(
1795,VERB,30马克)
1796,PUNCT,）
1797,PUNCT,。
1798,NOUN,Nizhnekolymsky
1799,PROPN,District
1800,PUNCT,（
1801,PROPN,俄文
1802,PUNCT,）
1803,DET,这个
1804,NOUN,家族
1805,PART,中
1806,PART,的
1807,NUM,若干
1808,DET,其它
1809,NOUN,成员
1810,ADV,也
1811,VERB,涉及
1812,VERB,到
1813,NOUN,药物
1814,PART,的
1815,NOUN,代谢
1816,ADV,但
1817,VERB,CYP3
1818,PROPN,A4
1819,VERB,是
1820,ADV,最
1821,VERB,常见
1822,CCONJ,和
1823,ADV,最
1824,ADJ,多面
1825,PART,的
1826,NOUN,一个
1827,PUNCT,。
1828,NOUN,近世
1829,PART,以来
1830,VERB,考证
1831,VERB,出
1832,NUM,一
1833,NUM,条
1834,NOUN,内嗣
1835,ADV,曾
1836,VERB,任
1837,PROPN,南朝
1838,NOUN,关白
1839,ADV,但
1840,NOUN,同时
1841,NUM,期
1842,NOUN,史料
1843,ADV,未
1844,VERB,见
1845,NOUN,记载
1846,PUNCT,。
1847,PROPN,NOx
1848,NOUN,额度
1849,NOUN,交易
1850,NOUN,项目
1851,VERB,导致
1852,NOUN,臭氧
1853,ADP,与
1854,ADJ,PM2.5
1855,NOUN,污染度
1856,VERB,降低
1857,ADP,在
1858,NOUN,2008年
1859,VERB,挽救
1860,PART,了
1861,ADV,大约
1862,NUM,580
1863,CCONJ,到
1864,NUM,1800
1865,NUM,个
1866,NOUN,生命
1867,PUNCT,。
1868,PRON,他们
1869,VERB,担心
1870,NOUN,广告
1871,NOUN,收入
1872,VERB,会
1873,ADV,因此
1874,VERB,减少
1875,PUNCT,。
1876,PUNCT,”
1877,ADP,因为
1878,VERB,霍尔
1879,PRON,本人
1880,ADV,并
1881,ADV,未
1882,VERB,受审
1883,PRON,她
1884,ADV,没有
1885,VERB,获得
1886,ADP,为
1887,PRON,她
1888,PRON,自己
1889,VERB,辩护
1890,PART,的
1891,NOUN,权利
1892,PART,而
1893,VERB,凯普
1894,PART,的
1895,ADJ,高级
1896,NOUN,律师
1897,PROPN,诺曼·伯基特
1898,PUNCT,（
1899,PROPN,Norman
1900,PROPN,Birkett
1901,PUNCT,）
1902,VERB,说服
1903,PRON,她
1904,ADV,不要
1905,VERB,出庭作证
1906,PUNCT,。
1907,ADV,常缩
1908,VERB,写
1909,VERB,为
1910,ADJ,Quốc
1911,NOUN,Ngữ
1912,PUNCT,）
1913,VERB,是
1914,NOUN,越南语
1915,PART,的
1916,ADJ,现代
1917,NOUN,书写
1918,NOUN,方法
1919,PUNCT,。
1920,SCONJ,虽然
1921,PRON,这
1922,VERB,并非
1923,ADJ,一般
1924,PART,的
1925,ADP,用
1926,NOUN,法突
1927,VERB,变体
1928,PART,的
1929,NOUN,lac
1930,ADV,o因
1931,NOUN,历史
1932,NOUN,关係
1933,VERB,会
1934,VERB,称为
1935,NOUN,lac
1936,VERB,oc
1937,PUNCT,。
1938,NOUN,2012
1939,CCONJ,至
1940,NUM,2013
1941,NOUN,财年
1942,NOUN,巴士
1943,NOUN,公司
1944,VERB,共有
1945,DET,各类
1946,NOUN,客车
1947,NUM,518
1948,NUM,辆
1949,NOUN,其中
1950,NOUN,铰接
1951,NOUN,客车
1952,NUM,111量
1953,NUM,40
1954,NUM,英尺
1955,ADJ,标准
1956,NOUN,巴士
1957,NUM,374
1958,NUM,辆
1959,CCONJ,以及
1960,ADJ,小型
1961,NOUN,巴士
1962,NUM,33
1963,NUM,辆
1964,PUNCT,。
1965,ADP,为
1966,VERB,促进
1967,NOUN,女童
1968,NOUN,教育
1969,PROPN,沃森
1970,ADV,曾
1971,VERB,走访
1972,PROPN,孟加拉国
1973,CCONJ,和
1974,PROPN,赞比亚
1975,PUNCT,。
1976,ADV,但
1977,NOUN,关係
1978,NOUN,诠释
1979,VERB,允许
1980,VERB,不同
1981,PART,的
1982,NOUN,观察者
1983,VERB,可以
1984,ADP,对
1985,ADJ,相同
1986,PART,的
1987,NOUN,系列
1988,NOUN,事件
1989,VERB,给出
1990,VERB,不同
1991,PART,的
1992,NOUN,描述
1993,DET,这些
1994,NOUN,描述
1995,VERB,取决于
1996,PRON,它们
1997,PART,所
1998,NOUN,测知
1999,ADP,关于
2000,DET,这个
2001,NOUN,系统
2002,PART,的
2003,NOUN,信息
2004,PUNCT,。
2005,VERB,促进
2006,NOUN,身心
2007,NOUN,健康
2008,NOUN,成长
2009,PUNCT,。
2010,ADP,因为
2011,NOUN,政府
2012,VERB,关心
2013,VERB,无
2014,VERB,注册
2015,PART,的
2016,NOUN,伊斯兰
2017,NOUN,学校
2018,VERB,偏离
2019,ADJ,正规
2020,NOUN,教育
2021,NOUN,要求
2022,VERB,促进
2023,VERB,好战
2024,PART,的
2025,NOUN,意识
2026,NOUN,形态
2027,NOUN,政府
2028,ADV,已经
2029,VERB,关闭
2030,PART,了
2031,NUM,4500多
2032,NUM,所
2033,DET,这些
2034,NOUN,机构
2035,VERB,驱逐
2036,PART,了
2037,ADP,在
2038,PRON,那
2039,VERB,裡
2040,VERB,学习
2041,PART,的
2042,NOUN,外国
2043,NOUN,学生
2044,PUNCT,。
2045,DET,这
2046,NUM,两
2047,NUM,个
2048,NOUN,项目
2049,ADV,也
2050,VERB,有
2051,PRON,其
2052,NOUN,名字
2053,PUNCT,-
2054,PROPN,Ju
2055,NUM,248
2056,NOUN,Flunder
2057,PUNCT,（
2058,NOUN,牙鲆
2059,PUNCT,）
2060,CCONJ,和
2061,NOUN,Me
2062,NUM,263
2063,NOUN,Scholle
2064,PUNCT,（
2065,NOUN,鲽
2066,PUNCT,）
2067,PUNCT,。
2068,DET,每
2069,NUM,一
2070,NUM,位
2071,ADJ,参赛者
2072,PART,的
2073,NOUN,分数
2074,ADP,从
2075,NUM,75
2076,ADJ,分起
2077,NOUN,跳满
2078,ADV,分
2079,VERB,是
2080,NUM,100分
2081,PUNCT,。
2082,NOUN,公诉方
2083,VERB,认为
2084,ADV,事先
2085,ADV,已经
2086,VERB,批准
2087,VERB,改变
2088,NOUN,庭审
2089,NOUN,地点
2090,ADV,因此
2091,VERB,案发
2092,NOUN,地点
2093,PART,的
2094,NOUN,证明
2095,VERB,应该
2096,VERB,是
2097,NUM,一
2098,NUM,件
2099,ADJ,无关紧要
2100,PART,的
2101,NOUN,事
2102,ADV,但
2103,NOUN,法官
2104,ADV,仍然
2105,VERB,维持
2106,VERB,裁定
2107,NOUN,州长
2108,PROPN,德沙
2109,PART,的
2110,NOUN,声誉
2111,ADV,也
2112,VERB,受到
2113,ADJ,进一步
2114,NOUN,打击
2115,PUNCT,。
2116,PROPN,荷兰
2117,PROPN,阿姆斯特丹
2118,NOUN,名称
2119,ADV,已
2120,VERB,出现
2121,ADP,于
2122,NOUN,文献
2123,PUNCT,。
2124,VERB,独特
2125,PART,的
2126,PROPN,三角状喷
2127,NOUN,发物
2128,VERB,表明
2129,DET,该
2130,ADJ,陨
2131,NOUN,石坑
2132,PART,的
2133,NOUN,形成
2134,VERB,可能
2135,VERB,源于
2136,NUM,一
2137,NUM,次
2138,ADP,自
2139,NOUN,西南
2140,ADP,往
2141,PROPN,东北
2142,PART,的
2143,NOUN,斜向
2144,VERB,撞击
2145,PUNCT,。
2146,PROPN,谢菲尔德
2147,PART,的
2148,VERB,有轨
2149,NOUN,电车
2150,VERB,停止
2151,NOUN,运营
2152,X,被
2153,VERB,包括
2154,NOUN,内环线
2155,PART,在内
2156,PART,的
2157,ADJ,新
2158,PART,的
2159,NOUN,道路
2160,NOUN,系统
2161,VERB,取而代之
2162,PUNCT,。
2163,ADV,最
2164,VERB,早
2165,PART,的
2166,NUM,两
2167,NUM,个
2168,NOUN,中心
2169,PROPN,乔治梅森
2170,NOUN,大学
2171,PART,的
2172,NOUN,历史
2173,CCONJ,与
2174,ADJ,新
2175,NOUN,媒体
2176,NOUN,中心
2177,CCONJ,与
2178,PROPN,维吉尼亚
2179,NOUN,大学
2180,PART,的
2181,PROPN,维吉尼亚
2182,NOUN,大学
2183,NOUN,数字
2184,NOUN,历史
2185,NOUN,中心
2186,ADV,一直
2187,VERB,是
2188,ADJ,数位
2189,NOUN,史学
2190,NOUN,计画
2191,NOUN,发展
2192,CCONJ,和
2193,ADJ,数位
2194,NOUN,史学
2195,NOUN,教育
2196,PART,的
2197,NOUN,领导者
2198,PUNCT,。
2199,ADJ,多间
2200,NOUN,法院
2201,ADV,已经
2202,ADV,清楚
2203,VERB,表示
2204,VERB,推文
2205,VERB,可以
2206,X,被
2207,VERB,用以
2208,VERB,证明
2209,VERB,故意
2210,PUNCT,。
2211,NOUN,1856年
2212,PROPN,Ramkumar死后拉
2213,VERB,玛取而代之
2214,VERB,成为
2215,NOUN,时母庙
2216,PART,的
2217,NOUN,祭司
2218,PUNCT,。
2219,NOUN,1928年
2220,PROPN,弗雷德里克·格里菲斯
2221,VERB,发现
2222,PART,了
2223,NOUN,转化
2224,NOUN,现象
2225,PUNCT,（
2226,VERB,参见
2227,NOUN,格里菲斯
2228,NOUN,实验
2229,PUNCT,）
2230,PUNCT,：
2231,NOUN,死亡
2232,PART,的
2233,NOUN,细菌
2234,VERB,可以
2235,ADV,将
2236,VERB,遗传
2237,NOUN,物质
2238,PUNCT,“
2239,VERB,转化
2240,PUNCT,”
2241,ADP,到
2242,DET,其他
2243,ADV,依然
2244,VERB,活
2245,PART,着
2246,PART,的
2247,NOUN,细菌
2248,PART,内
2249,PUNCT,。
2250,PUNCT,”
2251,PROPN,托雷斯
2252,ADP,在
2253,NOUN,8月
2254,NOUN,3日
2255,VERB,表示
2256,PRON,他
2257,VERB,承诺
2258,VERB,留
2259,ADP,在
2260,NOUN,行浦
2261,PRON,他
2262,VERB,说
2263,PUNCT,“
2264,ADP,正如
2265,PRON,我
2266,VERB,加盟
2267,PART,的
2268,NUM,第一
2269,NUM,天
2270,PRON,我
2271,ADP,对
2272,NOUN,俱乐部
2273,PART,的
2274,NOUN,承诺
2275,CCONJ,和
2276,NOUN,忠诚度
2277,CCONJ,和
2278,PROPN,球迷
2279,VERB,一样
2280,PUNCT,。
2281,ADV,而
2282,NOUN,文化
2283,NOUN,资本
2284,ADV,即
2285,VERB,是
2286,VERB,指
2287,VERB,包含
2288,PART,了
2289,VERB,可以
2290,VERB,赋予
2291,NOUN,权力
2292,CCONJ,和
2293,NOUN,地位
2294,PART,的
2295,NOUN,累积
2296,NOUN,文化
2297,NOUN,知识
2298,PART,的
2299,NUM,一
2300,NUM,种
2301,NOUN,社会
2302,NOUN,关系
2303,PUNCT,。
2304,ADJ,快速
2305,PART,的
2306,NOUN,二日
2307,NOUN,飞掠
2308,NOUN,任务
2309,PUNCT,（
2310,NOUN,1965年
2311,NOUN,7月
2312,NOUN,14
2313,CCONJ,至
2314,NOUN,15日
2315,PUNCT,）
2316,VERB,提供
2317,PART,了
2318,NOUN,火星
2319,NOUN,气候
2320,VERB,有限
2321,PART,而
2322,VERB,粗略
2323,PART,的
2324,NOUN,模式
2325,PUNCT,。
2326,ADV,因此
2327,PROPN,白矮星
2328,NOUN,太阳
2329,ADV,将
2330,ADV,逐渐
2331,VERB,冷却
2332,ADV,越来越
2333,VERB,黯淡
2334,PUNCT,。
2335,PROPN,里奇
2336,ADV,则
2337,VERB,是
2338,ADV,更
2339,VERB,希望
2340,VERB,爱
2341,NOUN,瑟儿
2342,VERB,能
2343,ADP,在
2344,PRON,他
2345,PART,的
2346,NOUN,夜总会
2347,NOUN,表演
2348,ADP,因为
2349,PRON,她
2350,VERB,有
2351,NOUN,露西
2352,PART,所
2353,ADV,不
2354,VERB,具备
2355,PART,的
2356,NOUN,歌舞
2357,NOUN,能力
2358,PUNCT,。
2359,NUM,同一
2360,NUM,种
2361,NOUN,资产
2362,ADP,在
2363,ADJ,不同
2364,NOUN,市场
2365,PART,上
2366,NOUN,价格
2367,VERB,不同
2368,PUNCT,（
2369,VERB,违背
2370,PART,了
2371,PUNCT,“
2372,NUM,一
2373,NUM,价
2374,NOUN,定律
2375,PUNCT,”
2376,PUNCT,）
2377,PUNCT,。
2378,PROPN,拉冯
2379,VERB,是
2380,NOUN,1936年
2381,PROPN,民主党
2382,NOUN,全国
2383,NOUN,委员会
2384,NOUN,委员
2385,ADV,但
2386,ADV,却
2387,VERB,决定
2388,ADV,不
2389,VERB,出席
2390,DET,这
2391,NUM,年
2392,PART,的
2393,ADJ,全国
2394,NOUN,大会
2395,PUNCT,。
2396,ADV,主要
2397,ADP,由
2398,NUM,两
2399,NUM,种
2400,NOUN,方法
2401,PART,来
2402,VERB,做
2403,ADP,根据
2404,NOUN,主题
2405,PART,的
2406,NOUN,文档
2407,NOUN,分类
2408,PUNCT,：
2409,ADP,基于
2410,NOUN,内容
2411,PART,的
2412,NOUN,方法
2413,CCONJ,以及
2414,ADP,基于
2415,NOUN,请求
2416,PART,的
2417,NOUN,方法
2418,PUNCT,。
2419,NOUN,当今
2420,NOUN,所观
2421,PUNCT,。
2422,PROPN,罗马尼亚
2423,NOUN,华人
2424,VERB,是
2425,PROPN,罗马尼亚
2426,NUM,少数
2427,NOUN,族群
2428,NOUN,之一
2429,PUNCT,。
2430,PUNCT,“
2431,ADP,向
2432,NOUN,国家
2433,VERB,投降
2434,PUNCT,！
2435,PUNCT,”
2436,PROPN,约瑟夫·韦斯特曼
2437,ADP,用
2438,NOUN,德文
2439,ADV,大
2440,VERB,喊
2441,PUNCT,。
2442,PROPN,埃塞俄比亚
2443,NOUN,中央
2444,NOUN,统计局
2445,NOUN,资料
2446,VERB,显示
2447,PROPN,阿瓦什河
2448,VERB,全长
2449,NUM,1200
2450,NUM,公里
2451,PUNCT,。
2452,PROPN,苏联
2453,NOUN,佔据
2454,VERB,捷克斯洛伐克
2455,PUNCT,(
2456,NOUN,1968年
2457,PROPN,)
2458,PART,之后
2459,PRON,他
2460,VERB,决定
2461,VERB,留在
2462,PROPN,德国
2463,PUNCT,(
2464,PROPN,1970年
2465,PROPN,)
2466,PUNCT,。
2467,NOUN,故事
2468,NOUN,舞台
2469,VERB,设定
2470,ADP,在
2471,NOUN,现代
2472,PART,的
2473,PROPN,日本
2474,PUNCT,。
2475,ADP,为了
2476,VERB,增加
2477,PRON,他们
2478,VERB,发现
2479,PROPN,泰坦尼克号
2480,NOUN,残骸
2481,PART,的
2482,NOUN,机会
2483,ADV,小队
2484,VERB,雇用
2485,PART,了
2486,NUM,一
2487,NUM,件
2488,NOUN,能力
2489,ADV,更
2490,VERB,强
2491,PART,的
2492,ADJ,声纳
2493,NOUN,设施
2494,NOUN,"""Scripps"
2495,VERB,Deep
2496,NOUN,Tow
2497,NOUN,"""号"
2498,PUNCT,。
2499,NOUN,桥
2500,PART,的
2501,NOUN,北端
2502,VERB,是
2503,PROPN,爱丁堡
2504,PROPN,新城
2505,PART,的
2506,PROPN,王子街
2507,PRON,其
2508,NOUN,西侧
2509,VERB,是
2510,PROPN,巴尔莫勒尔
2511,NOUN,饭店
2512,ADV,最初
2513,VERB,是
2514,PROPN,北不列
2515,NOUN,颠酒店
2516,NOUN,北
2517,PROPN,不列颠
2518,NOUN,铁路
2519,NOUN,公司
2520,PART,的
2521,NOUN,酒店
2522,VERB,服务
2523,ADP,于
2524,VERB,毗邻
2525,PART,的
2526,PROPN,爱丁堡
2527,PROPN,威瓦利站
2528,PUNCT,。
2529,PROPN,中国
2530,NOUN,驻柏
2531,PROPN,林使馆
2532,ADV,也
2533,VERB,收到
2534,PART,了
2535,ADJ,失踪
2536,PART,的
2537,NOUN,报告
2538,PUNCT,。
2539,VERB,同样
2540,PART,地
2541,NOUN,1852年
2542,PROPN,奥地
2543,NOUN,利刑
2544,NOUN,法典
2545,ADV,亦
2546,VERB,规定
2547,PUNCT,“
2548,NOUN,协议
2549,PUNCT,……
2550,VERB,用来
2551,VERB,提高
2552,NOUN,商品
2553,NOUN,价格
2554,PUNCT,……
2555,VERB,不利于
2556,ADJ,公共
2557,NOUN,利益者
2558,VERB,应
2559,VERB,处予
2560,NOUN,轻罪
2561,PUNCT,。
2562,PROPN,埃马纽埃尔·马克龙
2563,ADP,在
2564,NOUN,2017年
2565,NOUN,5月
2566,NOUN,14日
2567,VERB,成为
2568,NOUN,总统
2569,VERB,接替
2570,NOUN,弗朗
2571,PROPN,索瓦·奥朗德
2572,PUNCT,。
2573,NOUN,尼泊尔人
2574,VERB,来到
2575,PROPN,俄罗斯
2576,VERB,是
2577,ADP,在
2578,PROPN,苏联
2579,NOUN,时期
2580,PRON,他们
2581,VERB,来
2582,PROPN,苏联
2583,VERB,读书
2584,CCONJ,和
2585,VERB,接受
2586,NOUN,训练
2587,ADV,大约
2588,VERB,超过
2589,NUM,6000
2590,NUM,位
2591,PROPN,尼泊尔
2592,NOUN,留学生
2593,ADP,从
2594,PROPN,苏联
2595,DET,各
2596,NOUN,大学
2597,VERB,毕业
2598,VERB,成为
2599,NOUN,律师
2600,NOUN,新闻
2601,NOUN,工作者
2602,PUNCT,、
2603,NOUN,医生
2604,CCONJ,和
2605,NOUN,工程师
2606,PUNCT,。
2607,NUM,大多数
2608,NOUN,植物
2609,PART,的
2610,NOUN,色素
2611,NOUN,体都
2612,VERB,来自
2613,NOUN,其中
2614,NUM,一个
2615,NOUN,父母
2616,PUNCT,。
2617,VERB,带状
2618,NOUN,特征
2619,CCONJ,和
2620,NOUN,外流
2621,VERB,继续
2622,VERB,发展
2623,PROPN,法
2624,NOUN,比安
2625,PART,的
2626,NOUN,中心
2627,NOUN,周围
2628,VERB,有
2629,ADJ,环形
2630,NOUN,对流
2631,VERB,形成
2632,VERB,到
2633,PART,了
2634,NOUN,8月
2635,NOUN,30日
2636,NOUN,飓风
2637,ADP,在
2638,ADV,逐渐
2639,VERB,减慢
2640,ADP,向
2641,NOUN,西北
2642,ADJ,偏西
2643,NOUN,方向
2644,NOUN,前进
2645,NOUN,速度
2646,PART,的
2647,NOUN,过程
2648,PART,中
2649,VERB,达到
2650,NOUN,飓风
2651,NOUN,强度
2652,PUNCT,。
2653,ADP,在
2654,ADV,不
2655,VERB,成功
2656,PART,的
2657,VERB,拍摄
2658,PUNCT,“
2659,ADV,太
2660,VERB,奇怪
2661,PUNCT,”
2662,PUNCT,、
2663,PUNCT,“
2664,ADV,太
2665,VERB,模糊
2666,PUNCT,”
2667,PART,的
2668,NOUN,电影
2669,PART,后
2670,PROPN,艾格斯
2671,VERB,意识
2672,VERB,到
2673,PRON,他
2674,VERB,必须
2675,VERB,制作
2676,ADV,一个
2677,ADV,更
2678,ADJ,传统
2679,PART,的
2680,NOUN,电影
2681,PUNCT,。
2682,VERB,类似
2683,PART,的
2684,VERB,坐
2685,NOUN,标图
2686,ADP,对
2687,NOUN,南半球
2688,ADV,也
2689,VERB,存在
2690,PUNCT,。
2691,NOUN,移动
2692,NOUN,设备
2693,ADV,同时
2694,ADV,也
2695,VERB,会
2696,X,将
2697,NOUN,当前
2698,PART,的
2699,NOUN,位置
2700,NOUN,区码
2701,PUNCT,（
2702,PROPN,LAC
2703,PUNCT,）
2704,VERB,存储
2705,VERB,到
2706,NOUN,SIM卡
2707,PART,中将
2708,PROPN,LAC添加
2709,VERB,到
2710,PUNCT,“
2711,NOUN,最近
2712,VERB,使用
2713,PART,过
2714,PART,的
2715,NOUN,LAC列表
2716,PUNCT,”
2717,PART,的
2718,NOUN,后面
2719,PUNCT,。
2720,PUNCT,”
2721,VERB,帕斯特尔纳克
2722,PART,的
2723,NOUN,父亲
2724,ADP,在
2725,ADJ,执法
2726,NOUN,部门
2727,VERB,工作
2728,ADP,为
2729,PROPN,乌克兰机
2730,VERB,密局
2731,VERB,为期
2732,NUM,26
2733,NUM,年
2734,PUNCT,。
2735,ADV,但是
2736,PRON,我
2737,VERB,坚持
2738,ADV,不是
2739,NUM,少数
2740,PART,的
