translation
"{'en': 'In 1835 he met and befriended Taras Shevchenko.', 'fr': 'En juillet 1835 il rencontre et se lie avec Taras Chevtchenko.'}"
"{'en': 'Hirano was deeply moved by what he read in the wartime correspondence and helped find a local publisher.', 'fr': ""Hirano est profondément ému par ce qu'il lit dans ces lettres et aide à trouver un éditeur local.""}"
"{'en': 'He cooks cleans and helps the others study for school.', 'fr': ""Il cuisine fait les tâches ménagères et aide ses frères à étudier pour l'école.""}"
"{'en': 'It was also produced at The Waldorf-Astoria Hotel on 13 December 1897.', 'fr': 'Aux États-Unis la première a lieu au Waldorf-Astoria le 13 décembre 1897.'}"
"{'en': 'Her first full season with the first team came in the 2003–2004 season and she continued to play in the first team from then on.', 'fr': 'Sa première saison en équipe première vient pendant la saison 2003/2004 et elle continue de jouer dans cette équipe depuis.'}"
"{'en': 'Molotov then was scheduled to meet with Ribbentrop that afternoon.', 'fr': 'Puis Molotov devait rencontrer Ribbentrop dans l’après-midi.'}"
"{'en': 'The Lord of the Rings: The Return of the King won in all of the eleven Oscar categories in which it was nominated including Best Picture Director and Visual Effects.', 'fr': 'Le Seigneur des anneaux : Le Retour du roi a gagné dans les onze catégories des Oscars du cinéma dans lesquels il était nommé y compris ""Meilleur Film"" ""Meilleur Réalisateur"" et ""Meilleurs Effets Visuels"".'}"
"{'en': 'During an interview with D.J. Grothe then of the Center for Inquiry Haack put forward the proposition that those on the far left consider science to be rhetoric motivated by power or politics then proceeds to show how science can and often does provide real benefits and gains regardless of what the left may claim.', 'fr': ""En interview avec D.J. Grothe qui travaille à l'époque au Center for Inquiry Haack avance que l'extrême gauche pense que la science est une rhétorique visant à consolider le pouvoir en place puis montre comment la science peut souvent apporter des gains concrets malgré ces assertions.""}"
"{'en': 'From 1997 to 2001 she worked for the United States Department of Defense.', 'fr': 'Entre 1997 et 2001 elle travaille pour le département de la Défense des États-Unis.'}"
"{'en': 'Human Appeal is a British international development and relief charity based in Manchester.', 'fr': 'Human Appeal est une association d’aide humanitaire basée à Manchester au Royaume-Uni.'}"
"{'en': ""The Canada women's national soccer team played their first match at Investors Group Field on May 8 2014 against the United States with the result in a tie (1–1); this match was the stadium's first soccer game."", 'fr': ""L'équipe du Canada féminine de soccer a disputé son premier match à l'Investors Group Field le 8 mai 2014 contre les États-Unis lors d'un match nul de 1-1 devant 28 255 spectateurs ce match est le premier match de soccer dans ce nouveau stade.""}"
"{'en': 'Its programming is aimed towards a male audience.', 'fr': 'Sa programmation est orientée vers un public masculin.'}"
"{'en': 'Many different toxins are found in the venom of Atrax and Hadronyche spiders.', 'fr': 'On trouve plusieurs toxines différentes dans le venin des araignées Atrax et Hadronyche.'}"
"{'en': ""Shortly after taking the presidency he denounced the Youlist plots which were orchestrated by captain Félix Mouzabakani (Youlou's nephew) and Bernard Kolelas in February and November 1969."", 'fr': 'À peine installé à la présidence ce dernier dénonce des complots youlistes en février et novembre 1969 qui auraient été respectivement organisés par le capitaine Félix Mouzabakani (neveu de l’Abbé) et Bernard Kolelas.'}"
"{'en': ""The acceleration causes a gradual recession of a satellite in a prograde orbit away from the primary and a corresponding slowdown of the primary's rotation."", 'fr': ""L'accélération provoque une récession progressive d'un satellite dans une orbite rétrograde plus loin du corps primaire et une décélération cohérente de la rotation de ce dernier.""}"
"{'en': 'His conduct was deemed ""disgusting"" by visiting manager Arsène Wenger and teammate Kurt Zouma initially reacted by saying ""Diego likes to cheat a lot"" but later clarified that he meant that ""Diego is a player who puts pressure on his opponents"".', 'fr': 'Sa conduite est jugée « dégoûtante » par Arsène Wenger et son coéquipier Kurt Zouma réagi en disant que « Diego est un joueur qui met la pression sur son adversaire ».'}"
"{'en': 'From 1836–1840 Salvi had a number of lauded successes at the Teatro Carlo Felice.', 'fr': 'De 1836-1840 Salvi obtient plusieurs succès au Teatro Carlo Felice.'}"
"{'en': 'Baggovut covered the left of the line and the bridge over the Narew from a position in front of the ravine with ten battalions two squadrons of dragoons and an artillery battery.', 'fr': ""Le général Bagavout couvre la gauche de la ligne au pont qui enjambe la Narew il tient une position située devant le ravin avec dix bataillons deux escadrons des dragons et une batterie d'artillerie.""}"
"{'en': 'These items are appropriate for adults and adolescents of above-average intelligence.', 'fr': 'Cette version est adaptée aux adultes et adolescents présentant une intelligence au-dessus de la moyenne.'}"
"{'en': 'During this period he taught in the Jazz Workshop of Stanford University.', 'fr': ""Pendant cette période il était également enseignant à l'Atelier de Jazz de l’Université de Stanford.""}"
"{'en': 'The American foundation of this cat breed was laid by the cats Siegfried (1984) and Brunhilde (1985).', 'fr': 'La lignée américaine de cette race a été créée par les chats Siegfried (1984) et Brunhilde (1985).'}"
"{'en': 'The first puzzle worth $1000 determines who the host interviews first; the second worth $2000 determines who spins first in round 1; and the third worth $3000 determines who starts round 4.', 'fr': 'Le premier détermine qui est interviewé premier le deuxième détermine qui commence la ronde 1 et le troisième détermine qui commence la ronde 4; respectivement ceux-ci sont évalués à 1 000 $ 2 000 $ et 3 000 $.'}"
"{'en': ""In his first match Tibet's team wins against North Viva Goa 4–0 football stadium Duler."", 'fr': ""Lors de son premier match l'équipe du Tibet gagne face à Viva Nord Goa 4 à 0 au stade de football Duler.""}"
"{'en': 'After a brief stint on Capitol Records (during which he recorded another unreleased album American Lowlife) R.A. signed with independent label Nature Sounds and released his official debut Die Rugged Man Die.', 'fr': 'Après un bref passage au label Capitol Records période durant laquelle il enregistre un autre album non publié American Lowlife) R.A. signe au label indépendant Nature Sounds et publie son premier album Die Rugged Man Die.'}"
"{'en': ""As the examples suggest free objects look like constructions from syntax; one may reverse that to some extent by saying that major uses of syntax can be explained and characterised as free objects in a way that makes apparently heavy 'punctuation' explicable (and more memorable)."", 'fr': ""Comme le suggèrent les exemples les objets libres peuvent être construits par la syntaxe ; réciproquement dans une certaine mesure les principaux objets produits par la syntaxe peuvent être expliqués et caractérisés comme des objets libres d'une manière qui rend plus compréhensible (et plus facile à mémoriser) leur aspect apparemment lourd.""}"
"{'en': 'She is a member of the Reading Committee of Flammarion (1991-1993) then a member of the Commission Poésie of the Centre national du livre (2003–2006).', 'fr': 'Elle est membre du Comité de lecture de Flammarion (1991-1993) puis membre de la Commission Poésie du Centre national du livre (2003-2006).'}"
"{'en': 'Over 4900 people are employed in Germany.', 'fr': 'Plus de 4 900 personnes y sont employées.'}"
"{'en': 'Dissolution of SeO2 in selenium oxydichloride give the trimer 3.', 'fr': ""La dissolution de l'oxydichlorure de sélénium (en) SeOCl2 donne le trimère 3.""}"
"{'en': 'This season includes three new characters portrayed by Robert Buckley Shantel VanSanten and Jana Kramer.', 'fr': ""India est la dernière d'une longue lignée de nouveaux acteurs incluant Robert Buckley Shantel VanSanten et Jana Kramer pour la saison 7.""}"
"{'en': 'In the case of Frúniz Julio Caro Baroja proposed that the name could come from a hypothetical Furius - a Latin word.', 'fr': ""Dans le cas de Fruniz Julio Caro Baroja a proposé que ce nom pourrait provenir d'un Furius hypothétique un nom latin documenté.""}"
"{'en': ""In 1731 Rameau became the conductor of La Poupelinière's private orchestra which was of an extremely high quality."", 'fr': ""On suppose que dès 1731 Rameau dirige l'orchestre privé de très grande qualité financé par La Pouplinière.""}"
"{'en': 'In Confederacy such narrative interludes vary more widely in form and include light verse journal entries by Ignatius and also letters between himself and Myrna.', 'fr': 'Dans la Conjuration les changements narratifs sont plus fréquents et variés dans la forme incluant par exemple des vers des passages du journal d’Ignatius ou la correspondance de celui-ci et de Myrna.'}"
"{'en': 'They won the ""Electronic Talent"" prize in 2000 at the Midem with Elegia Laurent Garnier.', 'fr': ""Il fut « Talent Électronique » en 2000 au Midem au côté D'Elegia Laurent Garnier.""}"
"{'en': ""Li's non-violent philosophy inspired a vast crowd not only the Chinese cultural elites but also a new generation of students as well as the Chinese masses and people from the international community."", 'fr': ""La philosophie non-violente de Li a inspiré une vaste foule non seulement les élites culturelles chinoises mais aussi une nouvelle génération d'étudiants ainsi que les masses chinoises et les gens de la communauté internationale.""}"
"{'en': 'Other landmarks include the Church of St. Adalbert Town Hall Tower and the Adam Mickiewicz Monument.', 'fr': ""Il y a également sur la place l'église Saint-Adalbert (pl) la tour de l'Hôtel de Ville et le monument d'Adam Mickiewicz.""}"
"{'en': 'A temporary shrine was erected on the site of the attack while plans and fundraising for a more permanent memorial were undertaken.', 'fr': ""Un sanctuaire provisoire fut érigé sur le lieu de l'attentat pendant que le projet d'un mémorial permanent était étudié.""}"
"{'en': 'The Fanions of these units were destroyed at the last minute.', 'fr': 'Les fanions de ses unités sont détruits dans les dernières minutes.'}"
"{'en': 'On 10 January 1935 the German naval attaché in Tokyo Captain Paul Wenneker was invited by Admiral Nobumasa Suetsugu to tour Tama battleship Kongō and submarine I-2 at Yokosuka Naval District.', 'fr': ""Le 10 janvier 1935 l'attaché militaire allemand à Tokyo le capitaine Paul Wenneker (en) est invité par l'amiral Nobumasa Suetsugu (en) à visiter le Tama le cuirassé Kongō et le sous-marin I-2 au district naval de Yokosuka.""}"
